source_transaction_index,transaction_date,transaction_season,transaction_team,transaction_team_id,transaction_notes,transaction_side,component_number,subasset_number,asset_type,draft_round,draft_years,pick_count,protection_text,source_team_text,rights_player_name,parse_confidence,needs_manual_review,known_at_transaction_text,record_season,record_basis,resolved_transaction_team_id,projected_pick_team_id,record_wins,record_losses,projected_draft_position,league_team_count,point_in_time_tier,assigned_zero_value
3441,2017-06-22,Offseason,Grizzlies,,trade with Rockets,Acquired,1,1,draft_rights,,[],1,,,Dillon Brooks,high,False,rights to Dillon Brooks,2016-17,previous_season_final_record,1610612763.0,1610612745.0,55.0,27.0,28.0,30,draft_rights_unranked,False
3441,2017-06-22,Offseason,Grizzlies,,trade with Rockets,Relinquished,1,1,draft_pick,2.0,[2018],1,"2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks)",,,high,False,"2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks)",2016-17,previous_season_final_record,1610612763.0,1610612763.0,43.0,39.0,20.0,30,projected_late_second,False
3442,2017-06-22,Offseason,Grizzlies,,trade with Magic,Acquired,1,1,draft_rights,,[],1,,,Ivan Rabb,high,False,rights to Ivan Rabb,2016-17,previous_season_final_record,1610612763.0,1610612753.0,29.0,53.0,5.0,30,draft_rights_unranked,False
3442,2017-06-22,Offseason,Grizzlies,,trade with Magic,Relinquished,1,1,draft_pick,2.0,[2019],1,,,,high,True,2019 second round pick (?-?),2016-17,previous_season_final_record,1610612763.0,1610612763.0,43.0,39.0,20.0,30,projected_late_second,False
3443,2017-06-22,Offseason,Hornets,,trade with Pelicans,Acquired,1,1,draft_rights,,[],1,,,Dwayne Bacon,high,False,rights to Dwayne Bacon,2016-17,previous_season_final_record,1610612766.0,1610612740.0,34.0,48.0,10.0,30,draft_rights_unranked,False
3443,2017-06-22,Offseason,Hornets,,trade with Pelicans,Relinquished,1,1,draft_rights,,[],1,,,Frank Jackson,high,False,rights to Frank Jackson,2016-17,previous_season_final_record,1610612766.0,1610612766.0,36.0,46.0,11.0,30,draft_rights_unranked,False
3444,2017-06-22,Offseason,Jazz,,trade with Nuggets,Acquired,1,1,draft_rights,,[],1,,,Donovan Mitchell,high,False,rights to Donovan Mitchell,2016-17,previous_season_final_record,1610612762.0,1610612743.0,40.0,42.0,13.0,30,draft_rights_unranked,False
3444,2017-06-22,Offseason,Jazz,,trade with Nuggets,Relinquished,2,1,draft_rights,,[],1,,,Tyler Lydon,high,False,rights to Tyler Lydon,2016-17,previous_season_final_record,1610612762.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3445,2017-06-22,Offseason,Jazz,,trade with Lakers,Acquired,1,1,draft_rights,,[],1,,,Tony Bradley,high,False,rights to Tony Bradley,2016-17,previous_season_final_record,1610612762.0,1610612747.0,26.0,56.0,3.0,30,draft_rights_unranked,False
3445,2017-06-22,Offseason,Jazz,,trade with Lakers,Relinquished,1,1,draft_rights,,[],1,,,Josh Hart,high,False,rights to Josh Hart,2016-17,previous_season_final_record,1610612762.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3445,2017-06-22,Offseason,Jazz,,trade with Lakers,Relinquished,2,1,draft_rights,,[],1,,,Thomas Bryant,high,False,rights to Thomas Bryant,2016-17,previous_season_final_record,1610612762.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3446,2017-06-22,Offseason,Kings,,trade with Blazers,Acquired,1,1,draft_rights,,[],1,,,Justin Jackson,high,False,rights to Justin Jackson,2016-17,previous_season_final_record,1610612758.0,1610612757.0,41.0,41.0,16.0,30,draft_rights_unranked,False
3446,2017-06-22,Offseason,Kings,,trade with Blazers,Acquired,2,1,draft_rights,,[],1,,,Harry Giles,high,False,rights to Harry Giles,2016-17,previous_season_final_record,1610612758.0,1610612757.0,41.0,41.0,16.0,30,draft_rights_unranked,False
3446,2017-06-22,Offseason,Kings,,trade with Blazers,Relinquished,1,1,draft_rights,,[],1,,,Zach Collins,high,False,rights to Zach Collins,2016-17,previous_season_final_record,1610612758.0,1610612758.0,32.0,50.0,8.0,30,draft_rights_unranked,False
3447,2017-06-22,Offseason,Lakers,,trade with Nets,Acquired,2,1,draft_rights,,[],1,,,Kyle Kuzma,high,False,rights to Kyle Kuzma,2016-17,previous_season_final_record,1610612747.0,1610612751.0,20.0,62.0,1.0,30,draft_rights_unranked,False
3448,2017-06-22,Offseason,Lakers,,trade with Jazz,Acquired,1,1,draft_rights,,[],1,,,Josh Hart,high,False,rights to Josh Hart,2016-17,previous_season_final_record,1610612747.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3448,2017-06-22,Offseason,Lakers,,trade with Jazz,Acquired,2,1,draft_rights,,[],1,,,Thomas Bryant,high,False,rights to Thomas Bryant,2016-17,previous_season_final_record,1610612747.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3448,2017-06-22,Offseason,Lakers,,trade with Jazz,Relinquished,1,1,draft_rights,,[],1,,,Tony Bradley,high,False,rights to Tony Bradley,2016-17,previous_season_final_record,1610612747.0,1610612747.0,26.0,56.0,3.0,30,draft_rights_unranked,False
3449,2017-06-22,Offseason,Magic,,trade with Grizzlies,Acquired,1,1,draft_pick,2.0,[2019],1,,,,high,True,2019 second round pick (?-?),2016-17,previous_season_final_record,1610612753.0,1610612763.0,43.0,39.0,20.0,30,projected_late_second,False
3449,2017-06-22,Offseason,Magic,,trade with Grizzlies,Relinquished,1,1,draft_rights,,[],1,,,Ivan Rabb,high,False,rights to Ivan Rabb,2016-17,previous_season_final_record,1610612753.0,1610612753.0,29.0,53.0,5.0,30,draft_rights_unranked,False
3450,2017-06-22,Offseason,Magic,,trade with 76ers,Acquired,1,1,draft_pick,1.0,"[2020, 2022, 2023]",1,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",,,high,True,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",2016-17,previous_season_final_record,1610612753.0,1610612755.0,28.0,54.0,4.0,30,projected_top_5_first,False
3450,2017-06-22,Offseason,Magic,,trade with 76ers,Acquired,1,2,draft_pick,2.0,"[2020, 2022, 2023]",1,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",,,high,True,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",2016-17,previous_season_final_record,1610612753.0,1610612755.0,28.0,54.0,4.0,30,projected_early_second,False
3450,2017-06-22,Offseason,Magic,,trade with 76ers,Acquired,2,1,draft_pick,2.0,[2020],1,"2020 second round pick (less favorable of Knicks, Nets picks) (?-?)",,,high,True,"2020 second round pick (less favorable of Knicks, Nets picks) (?-?)",2016-17,previous_season_final_record,1610612753.0,1610612755.0,28.0,54.0,4.0,30,projected_early_second,False
3450,2017-06-22,Offseason,Magic,,trade with 76ers,Relinquished,1,1,draft_rights,,[],1,,,Anzejs Pasecniks,high,False,rights to Anzejs Pasecniks,2016-17,previous_season_final_record,1610612753.0,1610612753.0,29.0,53.0,5.0,30,draft_rights_unranked,False
3451,2017-06-22,Offseason,Nets,,trade with Lakers,Relinquished,2,1,draft_rights,,[],1,,,Kyle Kuzma,high,False,rights to Kyle Kuzma,2016-17,previous_season_final_record,1610612751.0,1610612751.0,20.0,62.0,1.0,30,draft_rights_unranked,False
3452,2017-06-22,Offseason,Nuggets,,trade with Jazz,Acquired,2,1,draft_rights,,[],1,,,Tyler Lydon,high,False,rights to Tyler Lydon,2016-17,previous_season_final_record,1610612743.0,1610612762.0,51.0,31.0,26.0,30,draft_rights_unranked,False
3452,2017-06-22,Offseason,Nuggets,,trade with Jazz,Relinquished,1,1,draft_rights,,[],1,,,Donovan Mitchell,high,False,rights to Donovan Mitchell,2016-17,previous_season_final_record,1610612743.0,1610612743.0,40.0,42.0,13.0,30,draft_rights_unranked,False
3453,2017-06-22,Offseason,Pacers,,trade with Pelicans,Acquired,1,1,draft_rights,,[],1,,,Edmond Sumner,high,False,rights to Edmond Sumner,2016-17,previous_season_final_record,1610612754.0,1610612740.0,34.0,48.0,10.0,30,draft_rights_unranked,False
3454,2017-06-22,Offseason,Pelicans,,trade with Pacers,Relinquished,1,1,draft_rights,,[],1,,,Edmond Sumner,high,False,rights to Edmond Sumner,2016-17,previous_season_final_record,1610612740.0,1610612740.0,34.0,48.0,10.0,30,draft_rights_unranked,False
3455,2017-06-22,Offseason,Pelicans,,trade with Hornets,Acquired,1,1,draft_rights,,[],1,,,Frank Jackson,high,False,rights to Frank Jackson,2016-17,previous_season_final_record,1610612740.0,1610612766.0,36.0,46.0,11.0,30,draft_rights_unranked,False
3455,2017-06-22,Offseason,Pelicans,,trade with Hornets,Relinquished,1,1,draft_rights,,[],1,,,Dwayne Bacon,high,False,rights to Dwayne Bacon,2016-17,previous_season_final_record,1610612740.0,1610612740.0,34.0,48.0,10.0,30,draft_rights_unranked,False
3456,2017-06-22,Offseason,Rockets,,trade with Grizzlies,Acquired,1,1,draft_pick,2.0,[2018],1,"2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks)",,,high,False,"2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks)",2016-17,previous_season_final_record,1610612745.0,1610612763.0,43.0,39.0,20.0,30,projected_late_second,False
3456,2017-06-22,Offseason,Rockets,,trade with Grizzlies,Relinquished,1,1,draft_rights,,[],1,,,Dillon Brooks,high,False,rights to Dillon Brooks,2016-17,previous_season_final_record,1610612745.0,1610612745.0,55.0,27.0,28.0,30,draft_rights_unranked,False
3457,2017-06-22,Offseason,Timberwolves,,trade with Bulls,Acquired,2,1,draft_rights,,[],1,,,Justin Patton,high,False,rights to Justin Patton,2016-17,previous_season_final_record,1610612750.0,1610612741.0,41.0,41.0,14.0,30,draft_rights_unranked,False
3457,2017-06-22,Offseason,Timberwolves,,trade with Bulls,Relinquished,3,1,draft_rights,,[],1,,,Lauri Markkanen,high,False,rights to Lauri Markkanen,2016-17,previous_season_final_record,1610612750.0,1610612750.0,31.0,51.0,6.0,30,draft_rights_unranked,False
3458,2017-06-22,Offseason,Warriors,,trade with Bulls,Acquired,1,1,draft_rights,,[],1,,,Jordan Bell,high,False,rights to Jordan Bell,2016-17,previous_season_final_record,1610612744.0,1610612741.0,41.0,41.0,14.0,30,draft_rights_unranked,False
3459,2017-06-28,Offseason,76ers,,trade with Rockets,Acquired,1,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,previous_season_final_record,1610612755.0,1610612745.0,55.0,27.0,28.0,30,projected_late_second,False
3467,2017-06-28,Offseason,Rockets,,trade with 76ers,Relinquished,1,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,previous_season_final_record,1610612745.0,1610612745.0,55.0,27.0,28.0,30,projected_late_second,False
3469,2017-06-28,Offseason,Clippers,,trade with Rockets,Acquired,8,1,draft_pick,1.0,"[2018, 2024]",1,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",,,high,False,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",2016-17,previous_season_final_record,1610612746.0,1610612745.0,55.0,27.0,28.0,30,projected_late_first,False
3470,2017-06-28,Offseason,Rockets,,trade with Clippers,Relinquished,8,1,draft_pick,1.0,"[2018, 2024]",1,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",,,high,False,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",2016-17,previous_season_final_record,1610612745.0,1610612745.0,55.0,27.0,28.0,30,projected_late_first,False
3473,2017-06-30,Offseason,Jazz,,trade with Timberwolves,Relinquished,1,1,draft_pick,1.0,"[2018, 2020, 2021]",1,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",2016-17,previous_season_final_record,1610612762.0,1610612762.0,51.0,31.0,26.0,30,projected_late_first,False
3473,2017-06-30,Offseason,Jazz,,trade with Timberwolves,Relinquished,1,2,draft_pick,2.0,"[2018, 2020, 2021]",1,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",2016-17,previous_season_final_record,1610612762.0,1610612762.0,51.0,31.0,26.0,30,projected_late_second,False
3474,2017-06-30,Offseason,Timberwolves,,trade with Jazz,Acquired,1,1,draft_pick,1.0,"[2018, 2020, 2021]",1,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",2016-17,previous_season_final_record,1610612750.0,1610612762.0,51.0,31.0,26.0,30,projected_late_first,False
3474,2017-06-30,Offseason,Timberwolves,,trade with Jazz,Acquired,1,2,draft_pick,2.0,"[2018, 2020, 2021]",1,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-20, else 2020 second round pick and 2021 second round pick)",2016-17,previous_season_final_record,1610612750.0,1610612762.0,51.0,31.0,26.0,30,projected_late_second,False
3475,2017-07-06,Offseason,76ers,,trade with Bucks,Relinquished,1,1,draft_rights,,[],1,,,Sterling Brown,high,False,rights to Sterling Brown,2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,draft_rights_unranked,False
3476,2017-07-06,Offseason,Bucks,,trade with 76ers,Acquired,1,1,draft_rights,,[],1,,,Sterling Brown,high,False,rights to Sterling Brown,2016-17,previous_season_final_record,1610612749.0,1610612755.0,28.0,54.0,4.0,30,draft_rights_unranked,False
3479,2017-07-06,Offseason,Clippers,,"3-team trade with Hawks, Nuggets",Relinquished,3,1,draft_pick,1.0,"[2018, 2024]",1,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",,,high,False,"first round pick (protected top 3 in 2018-23, unprotected in 2024)",2016-17,previous_season_final_record,1610612746.0,1610612746.0,51.0,31.0,24.0,30,projected_late_first,False
3480,2017-07-06,Offseason,Hawks,,"3-team trade with Clippers, Nuggets",Acquired,3,1,draft_pick,1.0,"[2018, 2024]",1,"first round pick (protected top 3 in 2018-23, unprotected in 2024) (from Clippers)",Clippers,,high,False,"first round pick (protected top 3 in 2018-23, unprotected in 2024) (from Clippers)",2016-17,previous_season_final_record,1610612737.0,1610612746.0,51.0,31.0,24.0,30,projected_late_first,False
3480,2017-07-06,Offseason,Hawks,,"3-team trade with Clippers, Nuggets",Relinquished,1,1,draft_pick,2.0,[2019],1,,,,high,True,2019 second round pick (?-?),2016-17,previous_season_final_record,1610612737.0,1610612737.0,43.0,39.0,19.0,30,projected_late_second,False
3481,2017-07-06,Offseason,Nuggets,,"3-team trade with Clippers, Hawks",Acquired,1,1,draft_pick,2.0,[2019],1,,Hawks,,high,True,2019 second round pick (from Hawks) (?-?),2016-17,previous_season_final_record,1610612743.0,1610612737.0,43.0,39.0,19.0,30,projected_late_second,False
3482,2017-07-06,Offseason,76ers,,trade with Clippers,Relinquished,1,1,draft_rights,,[],1,,,Jawun Evans,high,False,rights to Jawun Evans,2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,draft_rights_unranked,False
3483,2017-07-06,Offseason,Clippers,,trade with 76ers,Acquired,1,1,draft_rights,,[],1,,,Jawun Evans,high,False,rights to Jawun Evans,2016-17,previous_season_final_record,1610612746.0,1610612755.0,28.0,54.0,4.0,30,draft_rights_unranked,False
3484,2017-07-07,Offseason,Celtics,,trade with Pistons,Relinquished,2,1,draft_pick,2.0,[2019],1,,,,high,True,2019 second round pick (?-?),2016-17,previous_season_final_record,1610612738.0,1610612738.0,53.0,29.0,27.0,30,projected_late_second,False
3485,2017-07-07,Offseason,Heat,,trade with Mavericks,Relinquished,2,1,draft_pick,2.0,[2023],1,,,,high,True,2023 second round pick (?-?),2016-17,previous_season_final_record,1610612748.0,1610612748.0,41.0,41.0,15.0,30,projected_early_second,False
3486,2017-07-07,Offseason,Mavericks,,trade with Heat,Acquired,2,1,draft_pick,2.0,[2023],1,,,,high,True,2023 second round pick (?-?),2016-17,previous_season_final_record,1610612742.0,1610612748.0,41.0,41.0,15.0,30,projected_early_second,False
3487,2017-07-07,Offseason,Pistons,,trade with Celtics,Acquired,2,1,draft_pick,2.0,[2019],1,,,,high,True,2019 second round pick (?-?),2016-17,previous_season_final_record,1610612765.0,1610612738.0,53.0,29.0,27.0,30,projected_late_second,False
3488,2017-07-13,Offseason,Nets,,trade with Raptors,Acquired,2,1,draft_pick,1.0,"[2018, 2023, 2024]",1,"draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick)",2016-17,previous_season_final_record,1610612751.0,1610612761.0,51.0,31.0,25.0,30,projected_late_first,False
3488,2017-07-13,Offseason,Nets,,trade with Raptors,Acquired,2,2,draft_pick,2.0,"[2018, 2023, 2024]",1,"draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick)",,,high,True,"draft pick(s) (first round pick protected top 14 in 2018-23, else 2023 second round pick and 2024 second round pick)",2016-17,previous_season_final_record,1610612751.0,1610612761.0,51.0,31.0,25.0,30,projected_late_second,False
